epoch,seed_count,outer_objective_mean,outer_objective_std,paper_utility_sum_mean,paper_utility_sum_std,expected_accuracy_sum_mean,expected_accuracy_sum_std,expected_accuracy_mean_mean,expected_accuracy_mean_std,expected_latency_sum_s_mean,expected_latency_sum_s_std,expected_latency_mean_s_mean,expected_latency_mean_s_std,split_entropy_HX_mean,split_entropy_HX_std,exit_entropy_HY_mean,exit_entropy_HY_std
16,5,2.5499436692286546,0.17327914323111962,2.5499436692286546,0.17327914323111962,3.493067570850448,0.30490185713173384,0.873266892712612,0.07622546428293346,0.9431239016217935,0.20094230585044437,0.23578097540544837,0.05023557646261109,4.908375927225749,0.04263943704381466,-0.662148575671514,0.08243054626528917
17,5,2.724766106796331,0.08456142079859696,2.724766106796331,0.08456142079859696,3.6121548179967036,0.22806334729992156,0.9030387044991759,0.05701583682498039,0.8873887112003727,0.16616467191215703,0.22184717780009316,0.04154116797803926,4.830329277992249,0.04645405107286751,-0.6939255761623382,0.09069631758017185
18,5,2.8185201286265213,0.1176939504478817,2.8185201286265213,0.1176939504478817,3.741779702663982,0.06869129632406874,0.9354449256659955,0.017172824081017186,0.9232595740374604,0.09445865030182521,0.2308148935093651,0.023614662575456302,4.745233519299825,0.05085970744741818,-0.7245481208721797,0.08507294859922365
19,5,2.7889104150855197,0.055355161474525204,2.7889104150855197,0.055355161474525204,3.649964981662214,0.068396187738757,0.9124912454155535,0.01709904693468925,0.8610545665766945,0.08484138222321375,0.21526364164417364,0.021210345555803437,4.649648353894552,0.05570010565564979,-0.7743756642103194,0.09159816711120591
20,5,2.8314247563613497,0.08194569719997914,2.8314247563613497,0.08194569719997914,3.746346790584293,0.09030400961965186,0.9365866976460733,0.022576002404912966,0.9149220342229428,0.09065253282926665,0.2287305085557357,0.022663133207316662,4.547722810872395,0.061164324945163204,-0.8405619330803553,0.11873923312226865
21,5,2.917312051664947,0.08310407221980864,2.917312051664947,0.08310407221980864,3.781424663547333,0.04328158884507471,0.9453561658868332,0.010820397211268677,0.8641126118823859,0.09135057383018806,0.21602815297059647,0.022837643457547015,4.4439495736440024,0.056624557966186734,-0.9125080125808716,0.13972556474060327
22,5,2.9354419839004158,0.07529451239330429,2.9354419839004158,0.07529451239330429,3.754937034798778,0.10142039534965228,0.9387342586996945,0.02535509883741307,0.8194950508983622,0.04023108854988366,0.20487376272459054,0.010057772137470914,4.339070810381571,0.05243697018930348,-1.009247880212466,0.16298564183882885
23,5,2.9503695026399184,0.06972165649590431,2.9503695026399184,0.06972165649590431,3.804172932532061,0.08672609836005823,0.9510432331330152,0.02168152459001456,0.853803429892143,0.0715559427740658,0.21345085747303574,0.01788898569351645,4.236210629653931,0.04807246278906711,-1.1160080569903055,0.16671776068166316
24,5,3.0021218538874224,0.08244709277965381,3.0021218538874224,0.08244709277965381,3.802485051925062,0.0776259639677082,0.9506212629812655,0.01940649099192705,0.8003631980376399,0.07863285324733242,0.20009079950940997,0.019658213311833105,4.133124233373006,0.041766653393903494,-1.2340152920484542,0.1942828087192321
25,5,3.029378372221914,0.039224631514797124,3.029378372221914,0.039224631514797124,3.8244390107481365,0.03701616435626156,0.9561097526870341,0.00925404108906539,0.7950606385262222,0.04400248326400644,0.19876515963155555,0.01100062081600161,4.033586854012808,0.03755882869351126,-1.31306322221756,0.21097493215853844
26,5,3.0300269317776474,0.04714827844289847,3.0300269317776474,0.04714827844289847,3.815573892279204,0.038151226707249845,0.953893473069801,0.009537806676812461,0.7855469605015564,0.031617217540016486,0.1963867401253891,0.007904304385004121,3.929503969097138,0.03538798358444514,-1.4240843137264252,0.21460725635908606
27,5,3.0503780275251975,0.03282507027500221,3.0503780275251975,0.03282507027500221,3.8382688443119397,0.02731689305404621,0.9595672110779849,0.006829223263511553,0.7878908167867424,0.016615056207782846,0.1969727041966856,0.0041537640519457115,3.831516444905599,0.03269638335614285,-1.5435111277898153,0.24015465532875177
28,5,3.085154406690525,0.05425007388047572,3.085154406690525,0.05425007388047572,3.8664103567637143,0.02072555021338536,0.9666025891909286,0.00518138755334634,0.7812559500731892,0.04977771450883756,0.1953139875182973,0.01244442862720939,3.7326593842824303,0.03258098452703217,-1.6802212813059487,0.2656894478265071
29,5,3.0861029544784886,0.02881678926656425,3.0861029544784886,0.02881678926656425,3.848535193737779,0.03269148607450806,0.9621337984344448,0.008172871518627015,0.7624322392592907,0.034519779223060515,0.19060805981482268,0.008629944805765129,3.6349682645479837,0.0384187458155352,-1.791724158827464,0.2555369533583321
30,5,3.1262942585526985,0.026536380480919764,3.1262942585526985,0.026536380480919764,3.867060772945707,0.014375335977039041,0.9667651932364267,0.0035938339942597603,0.7407665143930081,0.02446942983891588,0.18519162859825203,0.00611735745972897,3.5392002641677855,0.04550529398169335,-1.9278842874368032,0.25464085707106504
31,5,3.114323704445676,0.0092091760629292,3.114323704445676,0.0092091760629292,3.8645864986190914,0.025041642136355746,0.9661466246547729,0.006260410534088936,0.750262794173415,0.031086044479381493,0.18756569854335375,0.007771511119845373,3.440163456598918,0.047589955033278966,-2.0735885345458986,0.27679502632145886
32,5,3.1343251653289412,0.03161515767967754,3.1343251653289412,0.03161515767967754,3.885199824918378,0.006214557993984607,0.9712999562295945,0.0015536394984961518,0.7508746595894371,0.02846139550527198,0.18771866489735928,0.007115348876317995,3.3342841367403664,0.04701481036221577,-2.216261942386627,0.3010192288794571
33,5,3.14358190316518,0.018783551574305727,3.14358190316518,0.018783551574305727,3.873425180618441,0.02403219332838061,0.9683562951546103,0.006008048332095153,0.7298432774532608,0.028501309256914253,0.1824608193633152,0.007125327314228563,3.2229600430488587,0.04473212069916212,-2.3308702509085335,0.31728875252505256
34,5,3.15653938751528,0.011912587877620737,3.15653938751528,0.011912587877620737,3.883246136116413,0.01633421439947931,0.9708115340291033,0.004083553599869828,0.7267067486011332,0.020431659528277968,0.1816766871502833,0.005107914882069492,3.106553345235189,0.051061824464770394,-2.470070609664917,0.308398656898582
35,5,3.1553694147793987,0.017904913729466072,3.1553694147793987,0.017904913729466072,3.889776309846802,0.012024597467454039,0.9724440774617005,0.0030061493668635097,0.734406895067403,0.018085448908261702,0.18360172376685074,0.004521362227065426,2.9821933752377827,0.05637422874580989,-2.5927866091092424,0.3251123857370825
36,5,3.163502948068008,0.017093645375365313,3.163502948068008,0.017093645375365313,3.887833389030861,0.015180710687752834,0.9719583472577152,0.0037951776719382085,0.7243304409628536,0.013049762259724259,0.1810826102407134,0.0032624405649310647,2.849018540732066,0.05455462410860484,-2.6848038098017377,0.3268253189697629
37,5,3.1847308018686773,0.018989247663069274,3.1847308018686773,0.018989247663069274,3.8904845982909473,0.01669861137247852,0.9726211495727368,0.00417465284311963,0.70575379642227,0.0027836161529266857,0.1764384491055675,0.0006959040382316714,2.718586638800303,0.046194590482734624,-2.8327844137827554,0.35584742225210675
38,5,3.173961507330579,0.012089495543300448,3.173961507330579,0.012089495543300448,3.8846549177339105,0.014097405315776503,0.9711637294334776,0.0035243513289441256,0.7106934104033313,0.00928508351328884,0.17767335260083283,0.00232127087832221,2.5984816387494405,0.041996271830359075,-2.976956224219004,0.37507641483707227
39,5,3.1798409776622854,0.018075182724366857,3.1798409776622854,0.018075182724366857,3.889523217308061,0.011791437269244018,0.9723808043270152,0.0029478593173110045,0.7096822396457751,0.008992234703914173,0.1774205599114438,0.0022480586759785434,2.481331823952993,0.046604522072244525,-3.1592660857518515,0.38157478731400535
40,5,3.1832474520876275,0.006876525762946894,3.1832474520876275,0.006876525762946894,3.8979987115877934,0.014150247471131727,0.9744996778969484,0.0035375618677829317,0.7147512595001657,0.014669223054616305,0.17868781487504143,0.003667305763654076,2.3665728600184126,0.05430584223690704,-3.3185190297762555,0.38369779426528067
41,5,3.1912061223033286,0.007490298595533167,3.1912061223033286,0.007490298595533167,3.903476652566988,0.005694649372824758,0.975869163141747,0.0014236623432061894,0.7122705302636596,0.010031011520944029,0.1780676325659149,0.002507752880236007,2.254063860352834,0.06410309547120285,-3.4890577684084576,0.36943190235358003
42,5,3.1935931628230487,0.0074263381424052,3.1935931628230487,0.0074263381424052,3.898455914277849,0.007249694639973291,0.9746139785694623,0.0018124236599933227,0.7048627514548009,0.0008158100410681861,0.17621568786370023,0.00020395251026704653,2.1452495765050252,0.07908680573333285,-3.638641670481364,0.3188773905056645
43,5,3.195944798028651,0.010410246529354038,3.195944798028651,0.010410246529354038,3.9061809792380195,0.00506223420779716,0.9765452448095049,0.00126555855194929,0.7102361812093685,0.01109008847620027,0.17755904530234212,0.0027725221190500675,2.03339521428744,0.09480369415199759,-3.80177663825353,0.2688807484367174
44,5,3.197049751207985,0.00903683786515103,3.197049751207985,0.00903683786515103,3.9014728173950104,0.009378450836939008,0.9753682043487526,0.002344612709234752,0.7044230661870257,0.0007932226438159899,0.17610576654675641,0.00019830566095399747,1.9257783949057263,0.1083045693450589,-3.938933830324809,0.24752732898225754
45,5,3.2010307850252957,0.00433931062076863,3.2010307850252957,0.00433931062076863,3.9058491866687595,0.0047335486908234945,0.9764622966671899,0.0011833871727058736,0.704818401643464,0.0006636734657939411,0.176204600410866,0.00016591836644848528,1.8138975380738576,0.11677897743130962,-4.096075276660919,0.29986819080309773
46,5,3.2012089795753935,0.008013959942851489,3.2012089795753935,0.008013959942851489,3.9057138199944896,0.008577384800219337,0.9764284549986224,0.0021443462000548343,0.7045048404190958,0.0007976856032559917,0.17612621010477394,0.00019942140081399793,1.698435546731949,0.11554641284389716,-4.285727016353607,0.36157435085344974
47,5,3.2033224415645627,0.002449880877078646,3.2033224415645627,0.002449880877078646,3.907903407831779,0.0022805144901711268,0.9769758519579448,0.0005701286225427817,0.7045809662672162,0.0006957214521198847,0.17614524156680406,0.00017393036302997117,1.5962874769846598,0.10660096597136334,-4.4313542367299394,0.36940889914079506
48,5,3.205220876277911,0.002969451006133604,3.205220876277911,0.002969451006133604,3.910344061775598,0.0027319270535648035,0.9775860154438994,0.0006829817633912009,0.705123185497687,0.0004796003920884367,0.17628079637442176,0.00011990009802210917,1.499123527654012,0.10137406426277233,-4.627962527211507,0.35573909444151774
49,5,3.2058284594431314,0.002597318332973669,3.2058284594431314,0.002597318332973669,3.910986788436054,0.0024089937720143013,0.9777466971090135,0.0006022484430035753,0.705158328992923,0.0006815129378674108,0.17628958224823074,0.0001703782344668527,1.403893310435613,0.10069058877267141,-4.804909066645304,0.3372021921791026
50,5,3.2058936845797525,0.0015706277463242914,3.2058936845797525,0.0015706277463242914,3.910495151559476,0.0018092902914758613,0.977623787889869,0.00045232257286896533,0.7046014669797241,0.0004622127964507805,0.17615036674493104,0.00011555319911269512,1.3130904443899791,0.09161210222325504,-4.969045270474751,0.41605375442683745
51,5,3.2081283079134595,0.0009755326833578889,3.2081283079134595,0.0009755326833578889,3.913001589488,0.0013934827317173292,0.978250397372,0.0003483706829293323,0.7048732815745409,0.0005179517401977436,0.17621832039363522,0.0001294879350494359,1.2221754737377166,0.08827383549189229,-5.129801094818115,0.438754963631872
52,5,3.207259326471134,0.0016102544792766461,3.207259326471134,0.0016102544792766461,3.9117549550352004,0.0017574368260371805,0.9779387387588001,0.00043935920650929513,0.7044956285640657,0.00045170958450987313,0.17612390714101642,0.00011292739612746828,1.141644886525472,0.09445334572801847,-5.359071680577596,0.46081879330863035
53,5,3.207972265795371,0.0016702114619443409,3.207972265795371,0.0016702114619443409,3.9131965192725824,0.001338147944980795,0.9782991298181456,0.00033453698624519876,0.7052242534772117,0.00034660732106650983,0.17630606336930293,8.665183026662746e-05,1.0771102168957394,0.09771506554146292,-5.619947320938111,0.4772882777050771
54,5,3.208071959172166,0.000838351365710425,3.208071959172166,0.000838351365710425,3.9132067726642625,0.0006151289980723688,0.9783016931660656,0.0001537822495180922,0.7051348134920967,0.0005824855595566904,0.17628370337302418,0.0001456213898891726,1.0190666203101475,0.10194967102159654,-5.804888313865662,0.5014904414282259
55,5,3.20847059702117,0.0010699189619799883,3.20847059702117,0.0010699189619799883,3.9127532889869405,0.0012863080184240664,0.9781883222467351,0.0003215770046060166,0.7042826919657708,0.00027878680666710626,0.1760706729914427,6.969670166677657e-05,0.9698782645940781,0.10594316323519096,-6.106838394355774,0.5231724787692401
56,5,3.2082966501267096,0.0019312782866980826,3.2082966501267096,0.0019312782866980826,3.9127437274768,0.0019943865042936514,0.9781859318692,0.0004985966260734129,0.7044470773500909,0.0002753464029363087,0.17611176933752273,6.883660073407718e-05,0.9213969072500865,0.10749995650235308,-6.272063783709209,0.4394763879364363
57,5,3.207770747030164,0.0019282963621268954,3.207770747030164,0.0019282963621268954,3.912677042429248,0.0018852715269335643,0.978169260607312,0.00047131788173339107,0.7049062953990839,0.0003175297739610188,0.17622657384977097,7.93824434902547e-05,0.8830550212939581,0.1118316090762888,-6.514567053794861,0.6076592249790103
58,5,3.209351193180089,0.0007296365422973783,3.209351193180089,0.0007296365422973783,3.9138376939424,0.0009463372992946702,0.9784594234856,0.00023658432482366755,0.7044865007623109,0.0003590947074575459,0.17612162519057772,8.977367686438648e-05,0.8498452172676721,0.1220256550336578,-6.809806561660767,0.6434895080058249
59,5,3.2087960346386972,0.001049586744642108,3.2087960346386972,0.001049586744642108,3.9126442215988426,0.0018565449768137789,0.9781610553997107,0.0004641362442034447,0.7038481869601455,0.002006897947201931,0.17596204674003638,0.0005017244868004828,0.8212826628128689,0.1321872109941812,-7.157275228436788,0.6224589110065333
60,5,3.209408495162011,0.0014006667892531449,3.209408495162011,0.0014006667892531449,3.913899918400078,0.0016476306046552193,0.9784749796000195,0.00041190765116380483,0.704491423238067,0.0004969252015532157,0.17612285580951675,0.00012423130038830392,0.7919081296284993,0.1386823582194809,-7.391151670265198,0.6484763686726702
61,5,3.209560863266659,0.0009690695362261561,3.209560863266659,0.0009690695362261561,3.9144795173535996,0.0008028332621133171,0.9786198793383999,0.00020070831552832928,0.7049186540869412,0.000565732774915025,0.1762296635217353,0.00014143319372875626,0.7702216592828434,0.14541199285607592,-7.662194984690347,0.5526592563528998
62,5,3.209808981077407,0.0007669961122753537,3.209808981077407,0.0007669961122753537,3.914767261573001,0.000648992834989661,0.9786918153932502,0.00016224820874741525,0.7049582804955934,0.0002662259928830282,0.17623957012389835,6.655649822075705e-05,0.7520542697548867,0.1477328004503828,-7.820147814941405,0.6023791839089176
63,5,3.209594271386551,0.0007495851480182819,3.209594271386551,0.0007495851480182819,3.9145052219711998,0.000571373566577239,0.9786263054927999,0.00014284339164430976,0.7049109505846494,0.00044881965715541856,0.17622773764616234,0.00011220491428885464,0.7261563494443893,0.15311582422589293,-8.093387061691285,0.5842140923088825
64,5,3.2098996444950343,0.0009232690509482674,3.2098996444950343,0.0009232690509482674,3.9145738109774593,0.000689552866711756,0.9786434527443648,0.000172388216677939,0.7046741664824245,0.0002739948922077608,0.17616854162060613,6.84987230519402e-05,0.7037980025013288,0.1595398955678695,-8.324406820487976,0.6376839355973257
65,5,3.2089138295134765,0.0002270531915857146,3.2089138295134765,0.0002270531915857146,3.9138835526036244,0.0006446648358492473,0.9784708881509061,0.00016116620896231183,0.7049697230901483,0.0005587896614380277,0.17624243077253707,0.00013969741535950692,0.6902805852492649,0.16010776225565762,-8.643736397488912,0.7779152253180978
66,5,3.2098622570863617,0.0005561979878066482,3.2098622570863617,0.0005561979878066482,3.9146701726608,0.0007044840947806559,0.9786675431652,0.00017612102369516397,0.704807915574438,0.00022315426580730231,0.1762019788936095,5.578856645182558e-05,0.6765123109300932,0.16098592237806247,-9.15488423875173,0.8289756733289741
67,5,3.209890029828381,0.0010573829560955575,3.209890029828381,0.0010573829560955575,3.914671508416,0.001324291698088399,0.978667877104,0.00033107292452209974,0.7047814785876187,0.00032446868461577944,0.1761953696469047,8.111717115394486e-05,0.6604709379990895,0.16353617721056893,-9.741710804748536,1.021043592015161
68,5,3.210056353038598,0.0011062840433103795,3.210056353038598,0.0011062840433103795,3.9146889769295994,0.0008486712765221672,0.9786722442323998,0.0002121678191305418,0.704632623891001,0.00045555348953495433,0.17615815597275025,0.00011388837238373858,0.6536017102320989,0.1596346638615131,-10.2017062456131,1.3187244946226002
69,5,3.209979597317827,0.0005652732035178875,3.209979597317827,0.0005652732035178875,3.9149960998912,0.0003721026927386814,0.9787490249728,9.302567318467035e-05,0.7050165025733734,0.000594954292750661,0.17625412564334336,0.00014873857318766526,0.6452647058566411,0.15933032239163983,-10.755668181737263,1.4739492425559226
70,5,3.210601048936309,0.0005811673196531652,3.210601048936309,0.0005811673196531652,3.9152513303488,0.0005565198781574856,0.9788128325872,0.0001391299695393714,0.7046502814124913,0.00048009863358117134,0.17616257035312283,0.00012002465839529284,0.632197826675574,0.16091306059858368,-11.482018445332844,1.6694911713854002
71,5,3.2104812404957754,0.0007892201421715307,3.2104812404957754,0.0007892201421715307,3.915032622888435,0.00046178048638820945,0.9787581557221088,0.00011544512159705236,0.7045513823926596,0.0006428089695517165,0.1761378455981649,0.00016070224238792913,0.6188388073047002,0.1583651995059011,-12.037990380350749,1.9274542255180163
72,5,3.210546616491243,0.0009157971638520138,3.210546616491243,0.0009157971638520138,3.9154828768320002,0.0008027892487797416,0.9788707192080001,0.0002006973121949354,0.7049362603407566,0.00012727084404930277,0.17623406508518916,3.1817711012325694e-05,0.6075458581050237,0.15828796509608414,-12.538963878250122,2.1684051828000994
73,5,3.210089154795849,0.0004226019297416096,3.210089154795849,0.0004226019297416096,3.9145152119743996,0.00028646037508518035,0.9786288029935999,7.161509377129509e-05,0.7044260571785509,0.00038499921860636263,0.17610651429463772,9.624980465159066e-05,0.5963970630407334,0.16318744381222416,-13.44994488067627,2.4758598188968066
74,5,3.2106180804230275,0.0008345928689154942,3.2106180804230275,0.0008345928689154942,3.9151407098016002,0.0006155295135942784,0.9787851774504001,0.0001538823783985696,0.7045226293785724,0.00030289971231768517,0.1761306573446431,7.572492807942129e-05,0.5731085158427556,0.1660705688622437,-14.3066478960673,2.8918966174690355
75,5,3.2102334623638074,0.00033761859537073885,3.2102334623638074,0.00033761859537073885,3.9147216700896004,0.0004592714231128359,0.9786804175224001,0.00011481785577820898,0.7044882077257929,0.00037048782643965414,0.17612205193144823,9.262195660991354e-05,0.5572876396973928,0.16540815839083334,-15.152504108174643,3.164292844750953
76,5,3.210724271123843,0.0007652075196653229,3.210724271123843,0.0007652075196653229,3.9153969264032,0.00037479232418783585,0.9788492316008,9.369808104695896e-05,0.7046726552793575,0.00044960412162668023,0.17616816381983938,0.00011240103040667006,0.5448403057257334,0.17229540260311074,-16.5701208278656,3.686606860948084
77,5,3.2104958657512106,0.0005523770919315433,3.2104958657512106,0.0005523770919315433,3.9150833028191996,0.0005476130819151942,0.9787708257047999,0.00013690327047879855,0.7045874370679889,0.00036196799114974744,0.17614685926699722,9.049199778743686e-05,0.5333657249708971,0.17946636803861052,-18.04962815958659,3.989086435322819
78,5,3.210203548017341,0.0004035113154964958,3.210203548017341,0.0004035113154964958,3.9147892757152,0.00038268979133640886,0.9786973189288,9.567244783410221e-05,0.7045857276978587,0.0004127023583368003,0.17614643192446466,0.00010317558958420008,0.5212398266375065,0.18067618735932608,-19.55049249521891,4.001207004981218
79,5,3.2109416359672833,0.0001986280739669332,3.2109416359672833,0.0001986280739669332,3.9156394650623993,0.00035826511094763815,0.9789098662655998,8.956627773690954e-05,0.7046978290951162,0.0004643708489151323,0.17617445727377906,0.00011609271222878307,0.5125158482869466,0.18333404588336047,-21.092267389043172,4.5285500889874495
80,5,3.2110071034757253,0.0006831887036753855,3.2110071034757253,0.0006831887036753855,3.9154244489503993,0.0005286918369439703,0.9788561122375998,0.00013217295923599257,0.7044173454746742,0.00033399146348677897,0.17610433636866854,8.349786587169474e-05,0.504605337323745,0.1889399524661579,-22.90706353530884,5.197942473270352
81,5,3.2109325894118848,0.00031224100942334524,3.2109325894118848,0.00031224100942334524,3.9153489826271994,0.0004206566531548282,0.9788372456567999,0.00010516416328870704,0.7044163932153151,0.00022401793661098717,0.17610409830382878,5.600448415274679e-05,0.49701280419627825,0.1899962473910664,-24.38380236638387,4.873949882010184
82,5,3.2104857964130695,0.0007319739452295417,3.2104857964130695,0.0007319739452295417,3.9152788131664,0.0006898153676360009,0.9788197032916,0.00017245384190900024,0.7047930167533302,0.0008068720911275359,0.17619825418833254,0.00020171802278188397,0.4844552164892356,0.18833162120977506,-25.819528432464598,4.691683344166602
83,5,3.2104697687849706,0.0004636072121215941,3.2104697687849706,0.0004636072121215941,3.914932686304,0.0004075829991238645,0.978733171576,0.00010189574978096613,0.7044629175190289,0.00015622887416102745,0.17611572937975722,3.9057218540256864e-05,0.4721759496430556,0.19013481214125863,-27.183054287465417,5.5686631038723675
84,5,3.2108342876149676,0.0003545171390980403,3.2108342876149676,0.0003545171390980403,3.9154373935584004,0.00024164525717842287,0.9788593483896001,6.041131429460572e-05,0.7046031059434321,0.0003616146604722937,0.17615077648585803,9.040366511807342e-05,0.46619570678869887,0.19757561626275988,-28.224654909769697,5.083468190397689
85,5,3.2109560445404393,0.00024371266935461632,3.2109560445404393,0.00024371266935461632,3.915488216,0.0003629387635401801,0.978872054,9.073469088504503e-05,0.704532171459561,0.0004465684839481031,0.17613304286489026,0.00011164212098702578,0.4624719100872675,0.20505812370637516,-29.52960204493205,3.6675665748606554
86,5,3.2109074392230186,0.0005404094654892956,3.2109074392230186,0.0005404094654892956,3.9154626704448,0.00031774086547349057,0.9788656676112,7.943521636837264e-05,0.7045552312217813,0.00027533042689918935,0.17613880780544533,6.883260672479734e-05,0.46029045496185617,0.2089951094035333,-30.359106510925294,3.4933485689936252
87,5,3.2106159338906664,0.0003804942421785049,3.2106159338906664,0.0003804942421785049,3.9152079793024,0.0001898007195481688,0.9788019948256,4.74501798870422e-05,0.7045920454117338,0.0003941650958105665,0.17614801135293345,9.854127395264162e-05,0.4570105853060881,0.2121592521408871,-31.079155279795327,4.171094711515101
88,5,3.2111577642247346,0.0004394139684656536,3.2111577642247346,0.0004394139684656536,3.915866672352,0.0002849354992239597,0.978966668088,7.123387480598992e-05,0.7047089081272647,0.0002883523815725431,0.17617722703181618,7.208809539313578e-05,0.44738529688715933,0.21098223121865198,-32.069173265329994,4.969568393024194
89,5,3.21106128928265,0.00038330560152278565,3.21106128928265,0.00038330560152278565,3.915467364496,0.0005498482879109922,0.978866841124,0.00013746207197774804,0.7044060752133495,0.0003174383766948925,0.17610151880333738,7.935959417372312e-05,0.439673915574948,0.20598755195013052,-32.4832049290975,3.6470967783480077
